anomaly anomaly congen	has_associated_morphology	preauricular fistula
congenital deformity, nos	has_associated_morphology	imperforate rectum nos
abnorm congen	has_associated_morphology	atresia of the rectum
congenital defect	has_associated_morphology	rectal atresia
congenital deformity (disorder)	has_associated_morphology	pulmonic stenosis with cafe-au-lait spots
congenital anomaly nos	has_associated_morphology	cafe-au-lait spots with pulmonic stenosis
abnormalities	has_associated_morphology	cafe-au-lait macules with pulmonary stenosis
developmental malformation	has_associated_morphology	café-au-lait macules with pulmonary stenosis
congenital anomalies	has_associated_morphology	watson syndrome
congenital; deformity	has_associated_morphology	watson's syndrome (disorder)
congenital malformation, unspecified	has_associated_morphology	sacralization of fifth lumbar vertebra (disorder)
congenital anomalies	has_associated_morphology	epispadias - male
birth defects	has_associated_morphology	penile epispadias
congenital abnormalities	has_associated_morphology	duodenal web
congenital deformity	has_associated_morphology	absent spleen
congenital defect, nos	has_associated_morphology	incomplete ossification of palatine bone
deformity	has_associated_morphology	short radius
congenital anomaly nos	has_associated_morphology	short; radius, congenital
malformation	has_associated_morphology	camptodactyly congenital
congenital anomaly, unspecified	has_associated_morphology	thoracoceloschisis
defects, congenital	has_associated_morphology	congenital thoracogastroschisis
fetal malformation	has_associated_morphology	thoracoceloschisis (disorder)
congenital abnormalities	has_associated_morphology	thoracoschisis (disorder)
congenital deformity, nos	has_associated_morphology	ischium; anomaly
congenital defects	has_associated_morphology	congenital anomaly of ischium (disorder)
congenital malformation	has_associated_morphology	reduced ossification of pubis
abnormal development	has_associated_morphology	lung segmentation defects
fetal developmental abnormality	has_associated_morphology	obsolete lung segmentation defects
congenital anomaly, unspecified	has_associated_morphology	congenital absence of mandible
congenital anomaly (disorder)	has_associated_morphology	mandibular cleft
congenital anomaly, unspecified	has_associated_morphology	cleft mandible
defects, congenital	has_associated_morphology	prosoposchisis
malformation, nos	has_associated_morphology	facial clefts
foetal developmental abnormality	has_associated_morphology	anogenital distance increased
congenital anomaly	has_associated_morphology	congenital small ovary
congenital anomalies	has_associated_morphology	congenital spinal anomaly spina bifida rachischisis holorachischisis
congenital malformation, unspecified	has_associated_morphology	holorachischisis
abnormal development, nos	has_associated_morphology	rachischisis totalis
congen abnorm	has_associated_morphology	microblepharism
anomaly congenital	has_associated_morphology	nephronophthisis
congenital deformity	has_associated_morphology	nystagmus (& [congenital])
congenital anomaly nos	has_associated_morphology	acranias
congenital anatomical abnormality	has_associated_morphology	acraniate monster, nos
fetal malformation	has_associated_morphology	acrania (disorder)
congenital anomalies of fetus	has_associated_morphology	acrania
birth defect	has_associated_morphology	talipes cavus
congenital anomaly nos	has_associated_morphology	upper extremity deformities, congenital
congenital abnormalities	has_associated_morphology	congenital deformity of an upper limb
anomalous formation, nos	has_associated_morphology	congenital deformity of upper limb (diagnosis)
congenital anomaly nos	has_associated_morphology	anomaly; arm
congenital malformations	has_associated_morphology	chiari type i malformation
congenital anomaly nos	has_associated_morphology	distal muscular dystrophy
congenital anomaly nos	has_associated_morphology	ccd
congenital malformation	has_associated_morphology	central nervous system vascular malformation
congenital defect, nos	has_associated_morphology	congenital omphalocele
defects congen	has_associated_morphology	unspecified omphalocele (disorder)
congenital defect, nos	has_associated_morphology	jacobsen syndrome
malformation, nos	has_associated_morphology	peters-plus syndrome
congen abnorm	has_associated_morphology	lissencephaly syndrome norman roberts type
congenital defect	has_associated_morphology	ohdo madokoro sonoda syndrome
fetal malformation	has_associated_morphology	ohdo blepharophimosis syndrome
congenital anomaly nos	has_associated_morphology	pettigrew syndrome
congenital anomalies of fetus	has_associated_morphology	becker muscular dystrophy
congenital malformation, unspecified	has_associated_morphology	becker's muscular dystrophy
congenital defect	has_associated_morphology	arteriovenous malformation, cerebral
congenital anomaly nos	has_associated_morphology	porokeratosis 1, multiple types
dysgenesis, nos	has_associated_morphology	denys-drash syndrome
congenital anomaly nos	has_associated_morphology	drash syndrome
developmental anomaly	has_associated_morphology	diplomyelia
congenital malformation, nos	has_associated_morphology	duplication; spinal cord
anomaly congenital	has_associated_morphology	duplication of spinal cord
congenital defect, nos	has_associated_morphology	spinal cord; duplication
congenital anomalies	has_associated_morphology	anorchism
congenital malformation	has_associated_morphology	male agonadism
defects congen	has_associated_morphology	congenital absence of both testes (disorder)
defect, birth	has_associated_morphology	congenital absence of both testes
congenital anomalies	has_associated_morphology	agenesis of larynx (diagnosis)
abnormal development	has_associated_morphology	absence or agenesis of trachea
congenital anomaly nos	has_associated_morphology	muscular dystrophy, congenital, merosin-deficient 1a
congenital defect, nos	has_associated_morphology	syringofibroadenoma (morphologic abnormality)
congenital deformity	has_associated_morphology	acps ii
abnormal development	has_associated_morphology	acrocephalopolysyndactyly type ii
congenital anomaly nos	has_associated_morphology	l-tga
congenital malformation, unspecified	has_associated_morphology	l - transposition of the great vessels (disorder)
congenital anomaly nos (disorder)	has_associated_morphology	levotransposition
anomaly anomaly congen	has_associated_morphology	l - transposition of the great vessels
congenital malformation, unspecified	has_associated_morphology	dextrotransposition
congenital defect	has_associated_morphology	complete transposition of great vessels with dextrorotation
anomaly anomaly congen	has_associated_morphology	dextro-transposition of the great arteries
congenital malformation	has_associated_morphology	d - transposition of the great vessels
birth defect	has_associated_morphology	d - transposition of the great vessels (disorder)
congenital deformity, nos	has_associated_morphology	congenital partial portasystemic shunt
congenital malformation	has_associated_morphology	micropapilla
congenital deformity, nos	has_associated_morphology	pseudohypoplasia of the optic nerve
congenital anomaly nos	has_associated_morphology	micropapilla (disorder)
developmental malformation	has_associated_morphology	residual; cyst
congenital deformity	has_associated_morphology	residual cyst
congenital anomaly	has_associated_morphology	residual cyst (disorder)
congenital defect/deformity	has_associated_morphology	hypoplastic optic disc
congenital defect	has_associated_morphology	optic disc hypoplasia
malformation	has_associated_morphology	hypoplasia of the optic disc
congenital malformation, unspecified	has_associated_morphology	hypoplasia of optic disc (disorder)
fetal malformation	has_associated_morphology	hypoplastic optic discs
congenital abnormalities	has_associated_morphology	transitional vertebra
fetal malformation	has_associated_morphology	transitional vertebrae
congenital anomaly, unspecified	has_associated_morphology	mittendorf's dot (disorder)
congenital anomaly	has_associated_morphology	talipes
congenital deformity	has_associated_morphology	talipes, nos
congenital anomaly nos	has_associated_morphology	tetralogy of fallot with absent pulmonary valve syndrome
congenital anomaly	has_associated_morphology	cfeom
congenital anomaly nos (disorder)	has_associated_morphology	congenital fibrosis syndrome
congenital anomaly	has_associated_morphology	congenital fibrosis of extraocular muscles
developmental defect	has_associated_morphology	euryblepharon
congenital malformation	has_associated_morphology	euryblepharon (physical finding)
congenital deformity nos	has_associated_morphology	congenital microcoria
congenital malformation	has_associated_morphology	pinhole pupils
developmental disturbance	has_associated_morphology	overbite
congenital abnormality	has_associated_morphology	facial asymmetry
birth defect	has_associated_morphology	compression facies
fetal anomaly (diagnosis)	has_associated_morphology	face; asymmetry
foetal malformation	has_associated_morphology	asymmetry, facial
developmental abnormality	has_associated_morphology	unbalanced face
defects congen	has_associated_morphology	asymmetries, facial
congen defects	has_associated_morphology	compression facies (finding)
birth defect	has_associated_morphology	infantile malignant osteopetrosis
congen defects	has_associated_morphology	autosomal recessive lethal osteopetrosis
fetal malformation	has_associated_morphology	congenital melanocytic nevus of skin (disorder)
congenital deformity	has_associated_morphology	laryngoonychocutaneous syndrome
congenital anomaly	has_associated_morphology	sertoli cell only syndrome
abnorm congen	has_associated_morphology	scos
abnormalities	has_associated_morphology	congenital absence of germinal epithelium of testes (disorder)
congenital malformation, unspecified	has_associated_morphology	anomalies of genital organs absence of germinal epithelium of testes
foetal developmental abnormality	has_associated_morphology	sertoli cell-only syndrome
congenital defects	has_associated_morphology	artery; single umbilical
dysgenesis	has_associated_morphology	two-vessel cord
congenital deformity	has_associated_morphology	hypospadias; coronal
congenital anomaly nos (disorder)	has_associated_morphology	hypoplasia; epiglottis
congenital anomaly	has_associated_morphology	hypoplastic epiglottis
developmental anomaly, nos	has_associated_morphology	shovel-shaped incisor
anomalous formation, nos	has_associated_morphology	chromosomal duplications
birth defect	has_associated_morphology	bonnevie-ullrich syndrome
developmental disturbance	has_associated_morphology	bonnevie ullrich syndrome
congenital abnormalities	has_associated_morphology	berdon syndrome
developmental defect	has_associated_morphology	berdon's syndrome
developmental defect	has_associated_morphology	mmihs
congenital anomalies	has_associated_morphology	megacystis microcolon intestinal hypoperistalsis syndrome
defect, birth	has_associated_morphology	megacystis-microcolon-intestinal hypoperistalsis syndrome
birth defect	has_associated_morphology	megacystis, microcolon, hypoperistalsis syndrome
congenital anomaly nos (disorder)	has_associated_morphology	mmih syndrome
congenital malformation	has_associated_morphology	megacystis, microcolon, intestinal hypoperistalsis syndrome
abnormal development	has_associated_morphology	hypospadias, penile (disorder)
congenital malformation, nos	has_associated_morphology	hypospadias (diagnosis)
congenital anomaly nos (disorder)	has_associated_morphology	hypospadias of penis
abnormal development	has_associated_morphology	cornelia de lange syndrome 2
birth defects	has_associated_morphology	lambdoid craniosynostosis
congenital malformation	has_associated_morphology	lambdoid synostosis
deformity	has_associated_morphology	posterior plagiocephaly, synostotic
congenital deformity	has_associated_morphology	laryngeal cleft
fetal developmental abnormality	has_associated_morphology	congenital cleft larynx
developmental anomaly	has_associated_morphology	congenital fissure of larynx (disorder)
congenital malformations	has_associated_morphology	fissure; larynx, congenital
congenital anomalies	has_associated_morphology	pigmented moles
congenital anomaly (morphologic abnormality)	has_associated_morphology	chromosome 1p36 deletion syndrome
congenital anomaly nos	has_associated_morphology	otopalatodigital syndrome, type ii
congenital deformity, nos	has_associated_morphology	congenital bilateral perisylvian syndrome (disorder)
developmental anomaly, nos	has_associated_morphology	lisx2
birth defect	has_associated_morphology	xp-e
malformation	has_associated_morphology	xp5
congenital deformity (disorder)	has_associated_morphology	dandy-walker malformation with postaxial polydactyly syndrome
congenital anomaly nos	has_associated_morphology	complex of anomalies involving the cranium and brain
congenital malformation	has_associated_morphology	irido-corneal dysgenesis (disorder)
congenital malformation	has_associated_morphology	anterior segment mesenchymal dysgenesis
congenital defect	has_associated_morphology	say-barber-biesecker-young-simpson variant of ohdo syndrome
congenital anomaly, unspecified	has_associated_morphology	congenital transposition of the penis
congenital malformation, nos	has_associated_morphology	agyria
congenital deformity (morphologic abnormality)	has_associated_morphology	syndrome; chromosome, 4 short arm deletion
congenital defect	has_associated_morphology	wolf-hirschhorn syndrome
congenital defect	has_associated_morphology	double outlet right ventricle, noncommitted vsd
congenital anomaly nos (disorder)	has_associated_morphology	hidden ear
congenital abnormality	has_associated_morphology	cryptotia was noted
congenital abnormalities	has_associated_morphology	microgyria (diagnosis)
fetal malformation	has_associated_morphology	xeroderma pigmentosum, complementation group c
congenital deformity, nos	has_associated_morphology	xeroderma pigmentosum iii
dysgenesis	has_associated_morphology	cecoureterocele
birth defects	has_associated_morphology	isolation of left subclavian artery (disorder)
congenital defects	has_associated_morphology	humeral-radial synostosis
fetal developmental abnormality	has_associated_morphology	humeroradial synostosis
fetal anomaly	has_associated_morphology	pseudohermaphroditism with intellectual disability syndrome
birth defect	has_associated_morphology	volcke soekarman syndrome
developmental anomaly (morphologic abnormality)	has_associated_morphology	syndrome, xxyy
birth defect	has_associated_morphology	xxyy syndrome (diagnosis)
congenital; deformity	has_associated_morphology	focal facial dermal dysplasia
birth defect	has_associated_morphology	ectodermal dysplasia, facial
congenital abnormalities	has_associated_morphology	malformation venous
congenital malformation	has_associated_morphology	congenital anomaly of vein (diagnosis)
congenital deformity	has_associated_morphology	abnormal ventriculo-arterial connection
congenital anomaly nos	has_associated_morphology	abnormal ventriculoarterial connection
congenital anomalies	has_associated_morphology	abnormal ventriculoarterial connexion
anomalous formation	has_associated_morphology	abnormal atrial arrangement
congenital anomaly	has_associated_morphology	cleft hard palate with cleft soft palate
abnormal development	has_associated_morphology	cleft; palate, soft with hard
foetal malformation	has_associated_morphology	anterior chamber anomalies
dysmorphisms	has_associated_morphology	bilateral trilobed lungs
dysgenesis	has_associated_morphology	atrial situs ambiguus
congenital anomaly nos (disorder)	has_associated_morphology	dorv with doubly committed vsd and pulmonary stenosis
congenital malformation, unspecified	has_associated_morphology	xyy trisomy
congenital anomaly nos	has_associated_morphology	hemifacial microsomia
congenital anomalies	has_associated_morphology	hemifacial microsomia (disorder)
congenital abnormality	has_associated_morphology	hemifacial microsomia (diagnosis)
congenital defect	has_associated_morphology	anorectal anomaly
congenital abnormality	has_associated_morphology	anorectal malformation
fetal malformation	has_associated_morphology	anorectal anomaly, nos
abnormalities, congenital	has_associated_morphology	congenital nephrotic syndrome
congenital anomaly	has_associated_morphology	congenital nephrotic syndrome nos
deformity; congenital	has_associated_morphology	d-tga
birth defect	has_associated_morphology	dysplasia of kidney nos (disorder)
congenital anomaly nos	has_associated_morphology	dysplastic kidney
congenital anomaly	has_associated_morphology	lumbar meningomyelocele
birth defect	has_associated_morphology	thoracic meningomyelocele
congenital malformation, unspecified	has_associated_morphology	cervical meningomyelocele (disorder)
foetal malformation	has_associated_morphology	cervical meningomyelocele
dysmorphism	has_associated_morphology	discordant ventriculoarterial connection
congenital deformity	has_associated_morphology	congenital cvs anomaly nos (disorder)
congen defects	has_associated_morphology	congenital abnormality of the circulatory system
birth defect	has_associated_morphology	enamel hypomineralisation
congenital malformations (diagnosis)	has_associated_morphology	chromosome 16p11.2 deletion syndrome
fetal developmental abnormality	has_associated_morphology	oculoskeletal dysplasia
defect/deformity, congenital	has_associated_morphology	complex craniosynostosis (disorder)
foetal malformation	has_associated_morphology	simple craniosynostosis
anomaly anomaly congen	has_associated_morphology	unna-thost syndrome
malformation	has_associated_morphology	thost-unna keratoderma
congenital anomaly, unspecified	has_associated_morphology	lissencephaly with cerebellar hypoplasia type d
congenital anomaly nos	has_associated_morphology	lissencephaly with cerebellar hypoplasia type c
defects, congenital	has_associated_morphology	lissencephaly co-occurrent with congenital cerebellar hypoplasia type b
congenital anomalies	has_associated_morphology	lissencephaly type 1 due to doublecortin gene mutation
abnormal development, nos	has_associated_morphology	isolated lissencephaly type 1 without known genetic defect
fetal malformation	has_associated_morphology	craniosynostosis with dandy-walker malformation and hydrocephalus syndrome
congenital anomaly nos	has_associated_morphology	lissencephaly due to tuba1a (tubulin alpha 1a) mutation
congenital anomaly	has_associated_morphology	lissencephaly type 3 metacarpal bone dysplasia syndrome
abnorm congen	has_associated_morphology	lissencephaly type 3 familial fetal akinesia sequence syndrome (disorder)
congenital anomaly nos (disorder)	has_associated_morphology	microlissencephaly micromelia syndrome
developmental anomaly	has_associated_morphology	congenital absence of penis (disorder)
abnorm congen	has_associated_morphology	aphallia
congenital anomaly (morphologic abnormality)	has_associated_morphology	myelocystocele
congenital malformation (disorder)	has_associated_morphology	myelocystocele nos (disorder)
congenital defects	has_associated_morphology	myelocystocele of unspecified site
malformation	has_associated_morphology	congenital spinal anomaly spina bifida myelocystocele
foetal malformation	has_associated_morphology	myelocystocele nos
dysgenesis, nos	has_associated_morphology	myelocystocele of unspecified site (disorder)
developmental anomaly, nos	has_associated_morphology	myelocystocele (diagnosis)
abnormality, congenital	has_associated_morphology	allantoic cyst
fetal anomaly (diagnosis)	has_associated_morphology	total anomalous pulmonary venous return
congenital malformations	has_associated_morphology	connection; pulmonary veins, anomaly, total
congenital anomaly, nos	has_associated_morphology	total anomalous pulmonary venous return (diagnosis)
dysmorphisms	has_associated_morphology	sebaceous nevus syndrome, linear
congenital abnormality	has_associated_morphology	linear sebaceous nevus sequence
congenital malformation	has_associated_morphology	cerebro-oculo-facio-skeletal syndrome (disorder)
developmental defect	has_associated_morphology	camak - cerebro-oculo-facio-skeletal syndrome
congenital anomaly	has_associated_morphology	angiomatous nevus
developmental defect, nos	has_associated_morphology	vascular hamartomas (disorder)
defects congen	has_associated_morphology	vascular hamartoma
congenital anomaly	has_associated_morphology	enamel agenesis
malformation	classified_as	congenital (qualifier value)
congenital deformity (disorder)	isa	tissues, aberrant
congenital malformations (diagnosis)	isa	grey matter heterotopias
foetal malformation	isa	congenital contracture (morphologic abnormality)
congenital anomaly nos	isa	congenital incomplete closure, nos
dysgenesis	isa	patent embryonic structure, nos
malformation	isa	congenital malformations vascular
congenital deformity (disorder)	has_associated_morphology	anomalies congenital multiple
malformation, nos	has_associated_morphology	apert syndrome
deformities	has_associated_morphology	acrocephalosyndactyly, type 1
congenital defect, nos	has_associated_morphology	acrocephalosyndactyly (apert)
developmental anomaly (morphologic abnormality)	has_associated_morphology	brain congenital absence
malformation, nos	has_associated_morphology	anencephaly
defect, birth	has_associated_morphology	multiple hemangiomas
congenital malformations	has_associated_morphology	congenital aniridia (disorder)
congenital anomaly nos	has_associated_morphology	missing eyeball
foetal developmental abnormality	has_associated_morphology	congenital atresia of anus
congenital malformations	has_associated_morphology	anal atresias
congenital malformations (diagnosis)	has_associated_morphology	anal atresia
congenital deformity	has_associated_morphology	coarctation of aorta
anomaly congenital	has_associated_morphology	coarctation of aorta (disorder)
scong	has_associated_morphology	aortic stenosis supravalv
defects, congenital	has_associated_morphology	ap - aortopulmonary window
congenital deformity (morphologic abnormality)	has_associated_morphology	aortopulmonary window
defect, birth	has_associated_morphology	aorticopulmonary septal defects
developmental abnormality	has_associated_morphology	deformity, arnold-chiari
congenital abnormality	has_associated_morphology	multiplex congenita, arthrogryposis (amc)
congenital anatomic abnormality	has_associated_morphology	arthrogryposis multiplex congenita
congenital anomaly, unspecified	has_associated_morphology	amc - arthrogryposis multiplex congenita
defects, congenital	has_associated_morphology	naevoid basal cell carcinoma syndrome
congenital anomaly	has_associated_morphology	beckwith wiedemann syndrome
congenital anomaly nos	has_associated_morphology	syndrome emg
congenital deformity	has_associated_morphology	blindness;congenital
defect, birth	has_associated_morphology	blindness present at birth
congenital malformation	has_associated_morphology	branchial cleft cyst
deformity	has_associated_morphology	family history of genetic disease carrier
congenital anomaly nos	has_associated_morphology	choanal atresia (disorder)
congenital anomaly nos	has_associated_morphology	choledochal cyst
congenital anomaly nos (disorder)	has_associated_morphology	congenital cystic dilatation of common bile duct
congenital malformation, unspecified	has_associated_morphology	congenital anomaly of cartilage (disorder)
defects congen	has_associated_morphology	disorders chromosome
congenital anomaly (disorder)	has_associated_morphology	chromosomal abnormality
congenital malformation, unspecified	has_associated_morphology	chromosomal disease
congenital abnormality	has_associated_morphology	chromosome disorders
congenital deformity nos	has_associated_morphology	chromosome; anomaly
fetal anomaly	has_associated_morphology	chromosomal abnormality, unspecified
foetal malformation	has_associated_morphology	deletions, chromosome
defect/deformity, congenital	has_associated_morphology	labium leporinum
congenital malformation (disorder)	has_associated_morphology	cleft lip nos (disorder)
congenital anomaly nos	has_associated_morphology	uranoschisis
congenital deformity, nos	has_associated_morphology	palatoschisis (disorder)
congenital anomaly nos (disorder)	has_associated_morphology	dysostosis, cleidocranial
congenital anomaly nos	has_associated_morphology	club foot (diagnosis)
congenital malformations (diagnosis)	has_associated_morphology	clubfoot, nos
congenital malformations	has_associated_morphology	congenital clubfoot
congenital deformity	has_associated_morphology	deformity; clubfoot
dysgenesis	has_associated_morphology	coi - coloboma of iris, choroid and retina
congenital anomaly or birth defect	has_associated_morphology	biliary calculi, common bile duct
congenital anomalies of fetus	has_associated_morphology	bile common duct gallstones
congenital defect	has_associated_morphology	anomaly of pulmonary artery
congenital defect/deformity	has_associated_morphology	a.pulmonalis; anomaly
abnorm congen	has_associated_morphology	anomalous pulmonary artery (morphologic abnormality)(body structure)
congenital anomaly nos	has_associated_morphology	congenital anomaly of pulmonary artery, nos
congenital anomalies	has_associated_morphology	abnormal; pulmonary artery, congenital
congenital malformation, unspecified	has_associated_morphology	anomalous pulmonary artery (morphologic abnormality)
fetal developmental abnormality	has_associated_morphology	anomalous pulmonary artery
abnormal development, nos	has_associated_morphology	pulmonary artery anomaly, unspecified
defect, congenital	has_associated_morphology	pulmonary artery anomaly
developmental defect	has_associated_morphology	pulmonary artery abnormality (disorder)
congenital anomaly nos	has_associated_morphology	meningocele - cranial (disorder)
deformity	has_associated_morphology	hepatic fibrosis, congenital
anomaly	has_associated_morphology	congenital spinal hydromeningocele
congenital anomaly	has_associated_morphology	spinal meningocele nos
congenital anomaly or birth defect	has_associated_morphology	spinal meningocele nos (disorder)
congenital anomaly, unspecified	has_associated_morphology	atriums, subdivided left
developmental malformation, nos	has_associated_morphology	heart, triatrial
congenital anomaly nos	has_associated_morphology	craniostenosis
anomalous formation	has_associated_morphology	craniosynostosis (diagnosis)
congenital anomalies	has_associated_morphology	cri du chat syndrome
congenital malformation	has_associated_morphology	5p deletion syndrome
congenital abnormality	has_associated_morphology	criss cross heart
developmental anomaly (morphologic abnormality)	has_associated_morphology	crisscross heart
congenital anomaly nos (disorder)	has_associated_morphology	undescended testicle
congenital abnormality	has_associated_morphology	idt - imperfectly descended testis
dysgenesis, nos	has_associated_morphology	dens invaginatus
malformation, nos	has_associated_morphology	dentigerous cyst
cm - congenital malformation	has_associated_morphology	dentigerous cysts
congenital defect	has_associated_morphology	heterotopic polyodontia
congenital anatomic abnormality	has_associated_morphology	dysplasia; dentin
fetal malformation	has_associated_morphology	dentinal dysplasia
congenital abnormality, nos	has_associated_morphology	split spinal cord malformation
birth defect	has_associated_morphology	diastematomyelia (congenital defect of spinal cord)
fetal anomaly	has_associated_morphology	diastematomyelias
congenital defects	has_associated_morphology	diastematomyelia (congential defect of spinal cord)
anomaly anomaly congen	has_associated_morphology	di george's syndrome
congenital deformity	has_associated_morphology	origin of both great vessels from right ventricle
congenital malformation	has_associated_morphology	mongolism
congenital deformity (disorder)	has_associated_morphology	trisomy 21 nos
congenital abnormality	has_associated_morphology	duane anomaly
congenital; deformity	has_associated_morphology	syndrome, retraction
abnormal development, nos	has_associated_morphology	co-contractive retraction syndromes
dysgenesis	has_associated_morphology	duchenne
congenital anomaly nos (disorder)	has_associated_morphology	patent arteriosus ductus
congenital anomaly nos	has_associated_morphology	open; ductus arteriosus (botalli)
congenital anomalies	has_associated_morphology	pda - patent ductus arteriosus
congen defects	has_associated_morphology	pda
congenital defects	has_associated_morphology	dysplastic nevus syndrome
congenital abnormality	has_associated_morphology	ebsteins anomaly
congenital malformations	has_associated_morphology	anomaly, ebstein's
congenital malformations	has_associated_morphology	ectodermal dysplasia
abnormality, congenital	has_associated_morphology	congenital ectodermal dysplasia
congenital anomaly	has_associated_morphology	congenital ectodermal defect
developmental defect	has_associated_morphology	ectromelia of unspecified limb
congen defects	has_associated_morphology	eisenmenger's complex
fetal malformation	has_associated_morphology	defect; eisenmenger
congenital abnormality, nos	has_associated_morphology	eisenmengers syndrome
birth defects	has_associated_morphology	ecd
birth defects	has_associated_morphology	epidermodysplasia verruciformis
congenital deformity (disorder)	has_associated_morphology	epidermolysis bullosa (diagnosis)
anomalous formation, nos	has_associated_morphology	birth defect in which part of esophagus did not develop
congenital anomalies	has_associated_morphology	congenital malformation of eye
congenital anomaly or birth defect	has_associated_morphology	congenital anomaly nos of any part of eye
deformities	has_associated_morphology	congenital eye abnormality
congenital anomaly	has_associated_morphology	deformity; eye
anomaly	has_associated_morphology	eye deformity congenital nos
congenital anomaly	has_associated_morphology	unspecified anomaly of eye, congenital
congenital anomaly nos	has_associated_morphology	focal dermal hypoplasias
fetal developmental abnormality	has_associated_morphology	goltz-gorlin (dermal hypoplasia) syndrome
developmental disturbance	has_associated_morphology	focal dermal hypoplasia
developmental anomaly, nos	has_associated_morphology	eruption jaw cyst
congenital malformation (morphologic abnormality)	has_associated_morphology	tooth eruption cyst
fetal anomaly (diagnosis)	has_associated_morphology	foot deformity congen
birth defect	has_associated_morphology	deformity;foot;congenital
congenital abnormality	has_associated_morphology	foramen ovale patent
congenital abnormality	has_associated_morphology	martin bell syndrome
fetal anomaly	has_associated_morphology	syndromes, fragile x
congenital malformation, unspecified	has_associated_morphology	cobbler's chest (disorder)
congenital anatomic abnormality	has_associated_morphology	excavatum pectus
fetal malformation	has_associated_morphology	chest, funnel
congenital malformation, unspecified	has_associated_morphology	excavatum, pectus
foetal malformation	has_associated_morphology	disease, gierke's
congenital defects	has_associated_morphology	glycogen storage disease type vi
congenital anomaly nos	has_associated_morphology	glycogen storage disease type viii
developmental disturbance	has_associated_morphology	mixed gonadal dysgenesis (disorder)
congenital defect	has_associated_morphology	[m]hairy naevus nos
congenital anomalies	has_associated_morphology	hallerman streiff syndrome
congenital anomalies	has_associated_morphology	cowden syndrome (disorder)
congenital malformation	has_associated_morphology	congenital hand deformities
congenital; deformity	has_associated_morphology	congenital anomaly of the hand
foetal malformation	has_associated_morphology	anomaly; heart, congenital
deformity	has_associated_morphology	congen heart defects
congenital malformation	has_associated_morphology	defect, heart septal
congenital anomalies	has_associated_morphology	defects septal
congenital anomaly nos	has_associated_morphology	heart septal defect
congenital anomaly nos	has_associated_morphology	congenital cardiac septal defect nos
congenital defects	has_associated_morphology	holes in the heart
congenital; deformity	has_associated_morphology	congenital septal defect
congenital anomalies	has_associated_morphology	von hippel-lindau disease
congenital anomalies	has_associated_morphology	vhl
congenital malformation	has_associated_morphology	hippel-lindau disease
congenital defect/deformity	has_associated_morphology	lindau's diseases
congenital abnormality	has_associated_morphology	cerebelloretinal angiomatosis, familial
congenital anomaly nos (disorder)	has_associated_morphology	von hippel lindau syndrome
congenital anomaly	has_associated_morphology	von hippel lindau dis
abnormal development	has_associated_morphology	megacolon; hirschsprung
congenital anomaly nos	has_associated_morphology	hirschsprung's disease
malformation	has_associated_morphology	aganglionic megacolon
abnorm congen	has_associated_morphology	hirschsprung megacolon
congenital malformation, unspecified	has_associated_morphology	hirschsprung disease
congenital anomalies	has_associated_morphology	hutchinson's incisors
congenital anomalies	has_associated_morphology	congenital absence of cerebral hemispheres
congenital malformation	has_associated_morphology	ventricle; dilatation, cerebral, congenital
congenital anomaly nos	has_associated_morphology	hypertelorism
congenital abnormality, nos	has_associated_morphology	increased distance between eyes
foetal malformation	has_associated_morphology	increased distance between eye sockets
cm - congenital malformation	has_associated_morphology	hypertelorism of orbit (disorder)
congenital anomalies	has_associated_morphology	congenital ichthyosis
congenital deformity nos	has_associated_morphology	ichthyosis
congenital malformation, nos	has_associated_morphology	congenital ichthyosis of skin (disorder)
congenital defect/deformity	has_associated_morphology	bloch-siemans syndrome
congenital deformity nos	has_associated_morphology	nevus pigmentosus systematicus
congenital abnormality	has_associated_morphology	incontinentia pigmenti achromians
congenital malformation	has_associated_morphology	jaundice, chronic idiopathic
dysmorphism	has_associated_morphology	hyperbilirubinemia 2
congenital deformity	has_associated_morphology	deafness, congenital, and functional heart disease
congenital anomaly nos	has_associated_morphology	jervell-lange nielsen syndrome
congenital anomalies	has_associated_morphology	cardio-auditory-syncope syndromes
abnormal development	has_associated_morphology	jervell and lange nielsen syndrome
congenital deformity	has_associated_morphology	triad; kartagener
anomalous formation, nos	has_associated_morphology	diffuse palmoplantar keratoderma (disorder)
congenital defects	has_associated_morphology	dd
congenital anomaly nos (disorder)	has_associated_morphology	keratosis follicularis
congenital anomaly	has_associated_morphology	keratosis punctata (palmaris et plantaris)
dysgenesis	has_associated_morphology	syndrome, cacchi-ricci
congenital defect	has_associated_morphology	klinefelter's syndrome karyotype 47,xxy
fetal developmental abnormality	has_associated_morphology	klinefelter's syndrome
congenital defect	has_associated_morphology	syndrome, xxy
congenital anomaly or birth defect	has_associated_morphology	anomaly; chromosomes, chromosomal, sex, klinefelter
malformation, nos	has_associated_morphology	klippel-feil syndrome
congenital defects	has_associated_morphology	parkes weber syndrome
congenital anomalies of fetus	has_associated_morphology	pvl - periventricular leucomalacia
congenital anomaly	has_associated_morphology	periventricular leukomalacia
congenital malformation	has_associated_morphology	levocardia
congenital defect	has_associated_morphology	syndrome, lutembacher
birth defect	has_associated_morphology	syndrome, lutembacher's
congenital abnormalities	has_associated_morphology	macroglossia (physical finding)
congenital malformation, unspecified	has_associated_morphology	congenital macrostomia (disorder)
